lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,IMD_Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60+,WorkPop
E01003498,Newham 027B,Newham 027B,234511.448512500006473,3128.891645044986490,"6586","3",Newham 027B,E09000025,Newham,33.218000000000004,"6586","3",0.193000000000000,"7080","3",0.118000000000000,"9883","4",20.096000000000000,"13712","5",0.253000000000000,"12288","4",0.892000000000000,"4475","2",50.404000000000003,"277","1",18.681999999999999,"16284","5",0.246000000000000,"7153","3",0.359000000000000,"2821","1",-0.316000000000000,"21206","7",0.377000000000000,"8486","3",-0.825000000000000,"28234","9",6.789000000000000,"53","1",-0.853000000000000,"27803","9",1.078000000000000,"3612","2","1855","403","1295","157",1279.000000000000000
E01003500,Newham 027C,Newham 027C,732504.489690999966115,5790.017779039245397,"6133","2",Newham 027C,E09000025,Newham,34.325000000000003,"6133","2",0.183000000000000,"7786","3",0.125000000000000,"9082","3",20.173999999999999,"13675","5",0.410000000000000,"10198","4",0.625000000000000,"7399","3",52.009000000000000,"149","1",29.178999999999998,"9283","3",0.226000000000000,"8356","3",0.397000000000000,"1934","1",-0.198000000000000,"19371","6",0.368000000000000,"9246","3",-0.238000000000000,"19905","7",6.418000000000000,"162","1",0.181000000000000,"13595","5",1.059000000000000,"3736","2","2202","494","1482","226",1472.500000000000000
E01003593,Newham 027D,Newham 027D,108338.993416500001331,1423.263105374937595,"6804","3",Newham 027D,E09000025,Newham,32.671999999999997,"6804","3",0.216000000000000,"5747","2",0.124000000000000,"9148","3",17.673999999999999,"15352","5",0.298000000000000,"11666","4",-0.100000000000000,"18125","6",52.710000000000001,"116","1",23.800999999999998,"12566","4",0.267000000000000,"5982","2",0.304000000000000,"4506","2",-0.537000000000000,"24432","8",0.369000000000000,"9148","3",-0.381000000000000,"22228","7",6.724000000000000,"70","1",-0.417000000000000,"22779","7",1.262000000000000,"2638","1","1565","346","1021","198",1011.250000000000000
E01003631,Newham 020A,Newham 020A,163763.996822499990230,2209.620206608177341,"9440","3",Newham 020A,E09000025,Newham,27.242999999999999,"9440","3",0.176000000000000,"8342","3",0.088000000000000,"14597","5",16.727000000000000,"16021","5",-0.198000000000000,"19105","6",0.266000000000000,"12454","4",44.494999999999997,"1148","1",37.667999999999999,"5105","2",0.254000000000000,"6695","3",0.383000000000000,"2240","1",-0.059000000000000,"17055","6",0.315000000000000,"14357","5",-0.764000000000000,"27575","9",5.840000000000000,"396","1",0.566000000000000,"8364","3",1.177000000000000,"3072","1","1901","381","1327","193",1313.250000000000000
E01003632,Newham 020B,Newham 020B,137696.352104499994311,1880.042487361686426,"13571","5",Newham 020B,E09000025,Newham,20.975000000000001,"13571","5",0.121000000000000,"13616","5",0.070000000000000,"18661","6",14.515000000000001,"17751","6",-0.477000000000000,"23099","8",-0.061000000000000,"17568","6",45.726999999999997,"936","1",28.393000000000001,"9729","3",0.161000000000000,"13030","4",0.198000000000000,"10088","4",-0.780000000000000,"27412","9",0.349000000000000,"10826","4",-0.825000000000000,"28236","9",6.057000000000000,"295","1",0.171000000000000,"13804","5",1.011000000000000,"4051","2","2496","475","1691","330",1687.750000000000000
E01003499,Newham 030A,Newham 030A,169697.966867999988608,2344.372330654323378,"4081","2",Newham 030A,E09000025,Newham,40.607999999999997,"4081","2",0.247000000000000,"4182","2",0.141000000000000,"7400","3",22.393999999999998,"12299","4",0.485000000000000,"9265","3",0.991000000000000,"3597","2",50.149999999999999,"300","1",34.665999999999997,"6388","2",0.299000000000000,"4387","2",0.399000000000000,"1886","1",-0.217000000000000,"19678","6",0.391000000000000,"7426","3",-1.411000000000000,"31889","10",7.086000000000000,"8","1",0.079000000000000,"15224","5",1.632000000000000,"1205","1","2601","647","1609","345",1584.750000000000000
E01003501,Newham 030B,Newham 030B,157720.593108499975642,2537.242210746918772,"5437","2",Newham 030B,E09000025,Newham,36.283000000000001,"5437","2",0.215000000000000,"5783","2",0.141000000000000,"7359","3",24.032000000000000,"11325","4",0.076000000000000,"14854","5",0.925000000000000,"4181","2",50.136000000000003,"302","1",24.056999999999999,"12375","4",0.254000000000000,"6679","3",0.402000000000000,"1832","1",-0.316000000000000,"21205","7",0.414000000000000,"5902","2",-0.876000000000000,"28727","9",6.782000000000000,"56","1",-0.169000000000000,"19138","6",1.058000000000000,"3744","2","2355","522","1565","268",1554.000000000000000
E01003594,Newham 026A,Newham 026A,116128.239242499999818,2126.404362791932272,"8396","3",Newham 026A,E09000025,Newham,29.213000000000001,"8396","3",0.190000000000000,"7294","3",0.111000000000000,"10944","4",14.900000000000000,"17425","6",0.011000000000000,"15834","5",0.159000000000000,"14186","5",49.317000000000000,"414","1",26.613000000000000,"10805","4",0.218000000000000,"8890","3",0.397000000000000,"1931","1",-0.697000000000000,"26466","9",0.349000000000000,"10839","4",-1.053000000000000,"30185","10",6.740000000000000,"67","1",-0.577000000000000,"24880","8",1.585000000000000,"1358","1","1792","412","1212","168",1193.000000000000000
E01003595,Newham 026B,Newham 026B,90192.661446500002057,1805.290526927947667,"8140","3",Newham 026B,E09000025,Newham,29.760000000000002,"8140","3",0.183000000000000,"7798","3",0.105000000000000,"11743","4",18.513999999999999,"14765","5",0.256000000000000,"12236","4",-0.146000000000000,"18806","6",48.417999999999999,"523","1",32.765000000000001,"7315","3",0.164000000000000,"12777","4",0.405000000000000,"1766","1",-0.336000000000000,"21523","7",0.362000000000000,"9653","3",-1.261000000000000,"31331","10",6.654000000000000,"88","1",0.086000000000000,"15099","5",1.479000000000000,"1699","1","1849","417","1159","273",1164.250000000000000
E01003497,Newham 034A,Newham 034A,680827.103165499982424,5493.647667598629596,"6552","2",Newham 034A,E09000025,Newham,33.279000000000003,"6552","2",0.198000000000000,"6806","3",0.111000000000000,"10891","4",26.390000000000001,"10105","4",0.264000000000000,"12135","4",0.708000000000000,"6427","2",47.399000000000001,"642","1",27.908000000000001,"10006","4",0.281000000000000,"5284","2",0.338000000000000,"3364","2",-0.373000000000000,"22038","7",0.439000000000000,"4537","2",-1.070000000000000,"30297","10",6.432000000000000,"155","1",-0.478000000000000,"23616","8",1.622000000000000,"1243","1","1717","335","1152","230",1142.500000000000000
E01003502,Newham 030C,Newham 030C,154617.542327500006650,3282.312820965355058,"5384","2",Newham 030C,E09000025,Newham,36.469000000000001,"5384","2",0.230000000000000,"4987","2",0.111000000000000,"10831","4",21.271000000000001,"12986","4",0.009000000000000,"15871","5",1.062000000000000,"3056","1",49.473999999999997,"398","1",36.790999999999997,"5462","2",0.323000000000000,"3491","2",0.457000000000000,"1014","1",-0.300000000000000,"20961","7",0.386000000000000,"7712","3",-1.066000000000000,"30265","10",6.758000000000000,"59","1",-0.017000000000000,"16743","6",1.882000000000000,"600","1","2042","443","1387","212",1416.500000000000000
E01004238,Tower Hamlets 008D,Tower Hamlets 008D,356239.085299499973189,3269.580731203555843,"7688","3",Tower Hamlets 008D,E09000030,Tower Hamlets,30.706000000000000,"7688","3",0.228000000000000,"5110","2",0.106000000000000,"11594","4",14.362000000000000,"17858","6",0.122000000000000,"14156","5",0.950000000000000,"3925","2",35.613999999999997,"3797","2",31.774999999999999,"7844","3",0.352000000000000,"2545","1",0.629000000000000,"154","1",-0.663000000000000,"26086","8",0.342000000000000,"11547","4",-1.212000000000000,"31089","10",4.862000000000000,"1158","1",0.175000000000000,"13728","5",1.290000000000000,"2484","1","4477","1020","3257","200",3229.500000000000000
E01004248,Tower Hamlets 018C,Tower Hamlets 018C,105767.383394499978749,2636.739164858125605,"3465","2",Tower Hamlets 018C,E09000030,Tower Hamlets,43.067999999999998,"3465","2",0.304000000000000,"2070","1",0.171000000000000,"4939","2",51.439000000000000,"2972","1",0.696000000000000,"6920","3",0.309000000000000,"11804","4",32.796999999999997,"5195","2",28.219000000000001,"9828","3",0.314000000000000,"3836","2",0.484000000000000,"766","1",0.000000000000000,"16102","5",0.583000000000000,"335","1",-0.491000000000000,"23928","8",4.143000000000000,"2195","1",-0.766000000000000,"27009","9",1.792000000000000,"804","1","1743","587","983","173",974.750000000000000
E01033586,Newham 013H,Newham 013H,704486.826313499943353,6088.597549467879617,"6075","2",Newham 013H,E09000025,Newham,34.463000000000001,"6075","2",0.201000000000000,"6605","3",0.097000000000000,"13057","4",11.565000000000000,"20363","7",0.126000000000000,"14088","5",0.343000000000000,"11274","4",57.348999999999997,"29","1",53.968000000000004,"1311","1",0.294000000000000,"4656","2",0.463000000000000,"941","1",-0.478000000000000,"23606","8",0.296000000000000,"16421","5",0.177000000000000,"12617","4",6.446000000000000,"150","1",0.936000000000000,"4375","2",1.718000000000000,"970","1","1754","387","1251","116",1255.750000000000000
E01003600,Newham 021B,Newham 021B,114678.521863999994821,2422.736349126342702,"6130","2",Newham 021B,E09000025,Newham,34.335999999999999,"6130","2",0.204000000000000,"6404","2",0.131000000000000,"8377","3",22.995999999999999,"11903","4",0.214000000000000,"12861","4",0.640000000000000,"7198","3",48.966000000000001,"458","1",27.521000000000001,"10251","4",0.245000000000000,"7194","3",0.369000000000000,"2588","1",-0.235000000000000,"19979","7",0.398000000000000,"6915","3",-1.360000000000000,"31717","10",6.767000000000000,"58","1",-0.498000000000000,"23891","8",1.605000000000000,"1290","1","1686","396","1078","212",1055.000000000000000
E01003630,Newham 021C,Newham 021C,105003.601816499998677,2362.419774756904644,"8101","3",Newham 021C,E09000025,Newham,29.832000000000001,"8101","3",0.208000000000000,"6192","2",0.112000000000000,"10763","4",16.998000000000001,"15813","5",-0.069000000000000,"17069","6",0.441000000000000,"9898","4",45.869000000000000,"909","1",25.882000000000001,"11242","4",0.247000000000000,"7080","3",0.456000000000000,"1022","1",-0.448000000000000,"23178","8",0.356000000000000,"10267","4",-1.187000000000000,"30963","10",6.241000000000000,"224","1",-0.020000000000000,"16779","6",1.046000000000000,"3824","2","2198","466","1489","243",1458.250000000000000
E01003633,Newham 020C,Newham 020C,95640.397965500000282,1712.409367652632682,"4440","2",Newham 020C,E09000025,Newham,39.451000000000001,"4440","2",0.249000000000000,"4050","2",0.175000000000000,"4614","2",22.675999999999998,"12117","4",0.416000000000000,"10119","4",0.518000000000000,"8811","3",50.670999999999999,"248","1",20.376000000000001,"14997","5",0.277000000000000,"5491","2",0.440000000000000,"1225","1",-0.073000000000000,"17309","6",0.379000000000000,"8259","3",-0.897000000000000,"28915","9",6.904000000000000,"31","1",-0.912000000000000,"28290","9",1.247000000000000,"2702","1","1890","449","1268","173",1252.500000000000000
E01003634,Newham 020D,Newham 020D,146168.955225999990944,1644.972300754373009,"7499","3",Newham 020D,E09000025,Newham,31.094000000000001,"7499","3",0.184000000000000,"7763","3",0.119000000000000,"9840","3",21.625000000000000,"12789","4",0.285000000000000,"11823","4",0.037000000000000,"16106","5",51.563000000000002,"172","1",21.033999999999999,"14540","5",0.234000000000000,"7811","3",0.316000000000000,"4066","2",-0.012000000000000,"16308","5",0.362000000000000,"9660","3",-0.644000000000000,"26146","8",6.858000000000000,"41","1",-0.926000000000000,"28423","9",1.303000000000000,"2418","1","1932","364","1324","244",1311.000000000000000
E01003637,Newham 021D,Newham 021D,93039.965909999998985,1945.446059668373209,"12791","4",Newham 021D,E09000025,Newham,21.981000000000002,"12791","4",0.110000000000000,"14933","5",0.064000000000000,"20469","7",9.125000000000000,"22732","7",-0.065000000000000,"17011","6",0.438000000000000,"9933","4",46.459000000000003,"809","1",31.294000000000000,"8112","3",0.122000000000000,"16863","6",0.335000000000000,"3436","2",-0.644000000000000,"25828","8",0.277000000000000,"18641","6",-1.251000000000000,"31286","10",6.338000000000000,"185","1",0.273000000000000,"12245","4",1.109000000000000,"3441","2","1920","364","1369","187",1353.000000000000000
E01003506,Newham 034D,Newham 034D,106335.388172000006307,1619.953055410793468,"3005","1",Newham 034D,E09000025,Newham,45.293999999999997,"3005","1",0.289000000000000,"2564","1",0.172000000000000,"4869","2",23.231000000000002,"11775","4",0.898000000000000,"5060","2",0.888000000000000,"4506","2",51.417000000000002,"183","1",23.582999999999998,"12725","4",0.350000000000000,"2631","1",0.413000000000000,"1621","1",-0.454000000000000,"23257","8",0.416000000000000,"5771","2",-0.441000000000000,"23131","8",6.578000000000000,"108","1",-0.704000000000000,"26356","9",1.410000000000000,"1940","1","1318","290","843","185",824.250000000000000
E01003515,Newham 036D,Newham 036D,745198.739105000044219,5914.013731805160205,"2533","1",Newham 036D,E09000025,Newham,47.700000000000003,"2533","1",0.284000000000000,"2747","1",0.169000000000000,"5066","2",25.337000000000000,"10653","4",0.833000000000000,"5600","2",1.678000000000000,"614","1",49.906999999999996,"335","1",23.951000000000001,"12453","4",0.329000000000000,"3282","1",0.491000000000000,"715","1",0.060000000000000,"15073","5",0.390000000000000,"7459","3",-0.741000000000000,"27315","9",6.644000000000000,"91","1",-0.499000000000000,"23895","8",1.326000000000000,"2309","1","1925","498","1190","237",1177.750000000000000
E01003517,Newham 036E,Newham 036E,274927.662322500022128,3509.855285611860381,"2706","1",Newham 036E,E09000025,Newham,46.731000000000002,"2706","1",0.284000000000000,"2728","1",0.170000000000000,"5000","2",20.305000000000000,"13598","5",1.202000000000000,"2857","1",1.269000000000000,"1885","1",47.295000000000002,"661","1",26.210000000000001,"11039","4",0.340000000000000,"2913","1",0.693000000000000,"66","1",-0.098000000000000,"17709","6",0.358000000000000,"10013","4",-1.397000000000000,"31845","10",6.498000000000000,"132","1",-0.831000000000000,"27615","9",1.666000000000000,"1105","1","1757","446","1161","150",1125.000000000000000
E01033575,Newham 034G,Newham 034G,149403.279175000003306,1801.615942800173571,"14272","5",Newham 034G,E09000025,Newham,20.079999999999998,"14272","5",0.022000000000000,"32063","10",0.008000000000000,"32797","10",4.604000000000000,"27783","9",0.242000000000000,"12460","4",0.147000000000000,"14365","5",51.203000000000003,"200","1",53.667000000000002,"1344","1",0.097000000000000,"19783","7",0.247000000000000,"7078","3",-0.391000000000000,"22343","7",0.100000000000000,"32150","10",-0.376000000000000,"22144","7",6.479000000000000,"142","1",1.250000000000000,"2142","1",0.931000000000000,"4651","2","1232","118","1091","23",1119.750000000000000
E01033576,Newham 034H,Newham 034H,379803.656436000019312,3985.137253458374744,"11093","4",Newham 034H,E09000025,Newham,24.456000000000000,"11093","4",0.100000000000000,"16296","5",0.043000000000000,"27111","9",5.945000000000000,"26224","8",-0.093000000000000,"17467","6",1.026000000000000,"3330","2",50.326000000000001,"284","1",41.520000000000003,"3785","2",0.162000000000000,"12941","4",0.386000000000000,"2172","1",-0.461000000000000,"23365","8",0.198000000000000,"27318","9",-0.413000000000000,"22718","7",6.380000000000000,"172","1",0.384000000000000,"10747","4",1.753000000000000,"882","1","1836","244","1442","150",1458.250000000000000
E01033584,Newham 034I,Newham 034I,149435.529202500008978,2366.386572186571811,"3844","2",Newham 034I,E09000025,Newham,41.549999999999997,"3844","2",0.278000000000000,"2931","1",0.133000000000000,"8216","3",22.827000000000002,"12015","4",0.554000000000000,"8464","3",1.097000000000000,"2828","1",52.076999999999998,"144","1",22.832999999999998,"13241","5",0.335000000000000,"3066","1",0.473000000000000,"848","1",-0.141000000000000,"18440","6",0.387000000000000,"7632","3",-0.560000000000000,"24932","8",6.839000000000000,"42","1",-0.877000000000000,"28018","9",1.422000000000000,"1887","1","1624","429","1027","168",1001.750000000000000
E01003512,Newham 036B,Newham 036B,130390.469217499994556,3152.556159713045872,"5783","2",Newham 036B,E09000025,Newham,35.298000000000002,"5783","2",0.201000000000000,"6628","3",0.123000000000000,"9316","3",24.936000000000000,"10865","4",0.348000000000000,"11005","4",0.948000000000000,"3947","2",48.457999999999998,"517","1",26.344000000000001,"10961","4",0.261000000000000,"6295","2",0.369000000000000,"2589","1",-0.228000000000000,"19861","7",0.416000000000000,"5811","2",-0.590000000000000,"25384","8",6.282000000000000,"205","1",-0.126000000000000,"18457","6",1.209000000000000,"2895","1","1951","420","1281","250",1269.250000000000000
E01003513,Newham 035D,Newham 035D,354548.065296999993734,3673.480503185581256,"12640","4",Newham 035D,E09000025,Newham,22.173999999999999,"12640","4",0.111000000000000,"14743","5",0.060000000000000,"21471","7",11.715999999999999,"20218","7",-0.362000000000000,"21616","7",0.412000000000000,"10270","4",56.406999999999996,"40","1",20.376000000000001,"14996","5",0.138000000000000,"15210","5",0.252000000000000,"6804","3",-0.515000000000000,"24127","8",0.301000000000000,"15849","5",0.373000000000000,"9669","3",5.857000000000000,"383","1",-1.015000000000000,"29167","9",1.283000000000000,"2519","1","1707","447","1132","128",1110.500000000000000
E01003514,Newham 036C,Newham 036C,176888.002499499969417,2698.285226906399203,"5315","2",Newham 036C,E09000025,Newham,36.673000000000002,"5315","2",0.198000000000000,"6791","3",0.155000000000000,"6159","2",24.058000000000000,"11314","4",0.590000000000000,"8064","3",0.314000000000000,"11721","4",55.119999999999997,"65","1",21.443000000000001,"14230","5",0.196000000000000,"10354","4",0.319000000000000,"3967","2",-0.324000000000000,"21315","7",0.415000000000000,"5856","2",0.009000000000000,"15517","5",6.467000000000000,"146","1",-1.018000000000000,"29184","9",1.370000000000000,"2133","1","1604","416","1028","160",1020.500000000000000
E01003519,Newham 032E,Newham 032E,62522.666753500001505,1309.792153436640547,"8298","3",Newham 032E,E09000025,Newham,29.408999999999999,"8298","3",0.163000000000000,"9400","3",0.096000000000000,"13173","5",24.268000000000001,"11201","4",0.146000000000000,"13783","5",0.158000000000000,"14196","5",52.350999999999999,"134","1",24.425000000000001,"12144","4",0.221000000000000,"8688","3",0.346000000000000,"3127","1",-0.024000000000000,"16491","6",0.389000000000000,"7502","3",-0.152000000000000,"18386","6",6.324000000000000,"191","1",-0.261000000000000,"20535","7",1.182000000000000,"3036","1","1618","343","1103","172",1092.500000000000000
E01003609,Newham 037A,Newham 037A,949451.738084499957040,7187.704399744529837,"12030","4",Newham 037A,E09000025,Newham,23.035000000000000,"12030","4",0.143000000000000,"11157","4",0.073000000000000,"17989","6",9.487000000000000,"22372","7",0.054000000000000,"15175","5",0.181000000000000,"13828","5",49.619999999999997,"376","1",16.027999999999999,"18403","6",0.220000000000000,"8741","3",0.350000000000000,"3027","1",-0.391000000000000,"22340","7",0.257000000000000,"20881","7",0.027000000000000,"15212","5",5.595000000000000,"517","1",-0.680000000000000,"26114","8",0.752000000000000,"6034","2","3894","876","2831","187",2858.750000000000000
E01033574,Newham 034F,Newham 034F,136460.613749000011012,1717.520006389174569,"16967","6",Newham 034F,E09000025,Newham,17.020000000000000,"16967","6",0.018000000000000,"32422","10",0.006000000000000,"32820","10",5.701000000000000,"26497","9",-0.020000000000000,"16306","5",-0.100000000000000,"18131","6",53.843000000000004,"86","1",38.722999999999999,"4710","2",0.087000000000000,"21223","7",0.218000000000000,"8788","3",-0.238000000000000,"20021","7",0.078000000000000,"32548","10",-0.381000000000000,"22235","7",6.932000000000000,"23","1",0.675000000000000,"7035","3",1.049000000000000,"3805","2","1506","126","1349","31",1363.250000000000000
E01033580,Newham 037F,Newham 037F,86615.711777999997139,2730.819395990364683,"25889","8",Newham 037F,E09000025,Newham,8.919000000000000,"25889","8",0.030000000000000,"30743","10",0.019000000000000,"32354","10",5.015000000000000,"27280","9",-0.364000000000000,"21654","7",-0.390000000000000,"22315","7",37.008000000000003,"3193","1",14.778000000000000,"19415","6",0.084000000000000,"21612","7",0.195000000000000,"10357","4",-0.345000000000000,"21639","7",0.107000000000000,"32008","10",-0.458000000000000,"23408","8",4.666000000000000,"1430","1",-1.575000000000000,"31769","10",0.913000000000000,"4741","2","1785","213","1511","61",1548.250000000000000
E01033581,Newham 037G,Newham 037G,1312741.815434500109404,7833.014910037289155,"5906","2",Newham 037G,E09000025,Newham,34.941000000000003,"5906","2",0.195000000000000,"7001","3",0.117000000000000,"9999","4",14.175000000000001,"18007","6",0.500000000000000,"9092","3",0.990000000000000,"3605","2",56.066000000000003,"43","1",22.361999999999998,"13611","5",0.250000000000000,"6917","3",0.400000000000000,"1862","1",-0.198000000000000,"19373","6",0.301000000000000,"15870","5",0.016000000000000,"15385","5",6.582000000000000,"105","1",-0.142000000000000,"18695","6",0.877000000000000,"5021","2","1848","424","1250","174",1234.500000000000000
E01003507,Newham 031A,Newham 031A,145348.042362500011222,2299.638031404591402,"6282","2",Newham 031A,E09000025,Newham,33.979999999999997,"6282","2",0.159000000000000,"9696","3",0.097000000000000,"13042","4",21.693000000000001,"12744","4",0.368000000000000,"10742","4",0.819000000000000,"5223","2",47.536000000000001,"624","1",50.170999999999999,"1886","1",0.174000000000000,"11985","4",0.345000000000000,"3169","1",-0.320000000000000,"21257","7",0.392000000000000,"7312","3",-2.459000000000000,"32834","10",6.582000000000000,"104","1",0.820000000000000,"5473","2",1.671000000000000,"1092","1","2518","576","1659","283",1625.250000000000000
E01003508,Newham 031B,Newham 031B,131935.019855999998981,2557.458866301271428,"5231","2",Newham 031B,E09000025,Newham,36.927999999999997,"5231","2",0.187000000000000,"7569","3",0.099000000000000,"12724","4",24.859000000000002,"10905","4",0.361000000000000,"10845","4",1.409000000000000,"1325","1",49.222999999999999,"424","1",38.228999999999999,"4912","2",0.228000000000000,"8244","3",0.455000000000000,"1036","1",-0.239000000000000,"20037","7",0.416000000000000,"5799","2",-0.949000000000000,"29415","9",6.667000000000000,"84","1",0.102000000000000,"14860","5",1.852000000000000,"647","1","1896","481","1235","180",1208.500000000000000
E01003509,Newham 031C,Newham 031C,102482.443218500004150,1423.502274890348872,"5736","2",Newham 031C,E09000025,Newham,35.442999999999998,"5736","2",0.197000000000000,"6836","3",0.120000000000000,"9639","3",21.978999999999999,"12556","4",0.287000000000000,"11805","4",0.688000000000000,"6636","3",43.192999999999998,"1387","1",50.914999999999999,"1761","1",0.272000000000000,"5764","2",0.304000000000000,"4516","2",-0.214000000000000,"19623","6",0.386000000000000,"7737","3",-0.739000000000000,"27302","9",5.618000000000000,"504","1",0.915000000000000,"4556","2",1.534000000000000,"1506","1","2108","491","1386","231",1400.000000000000000
E01003511,Newham 036A,Newham 036A,91272.177617499997723,1645.406910915793560,"5790","2",Newham 036A,E09000025,Newham,35.283999999999999,"5790","2",0.198000000000000,"6778","3",0.107000000000000,"11500","4",26.675000000000001,"9988","4",0.641000000000000,"7492","3",0.916000000000000,"4251","2",49.844000000000001,"341","1",21.390000000000001,"14270","5",0.232000000000000,"7996","3",0.326000000000000,"3711","2",-0.041000000000000,"16744","6",0.414000000000000,"5909","2",-0.916000000000000,"29113","9",6.749000000000000,"62","1",-1.078000000000000,"29594","10",1.380000000000000,"2081","1","1613","442","1009","162",972.500000000000000
E01003516,Newham 032C,Newham 032C,135691.227369500003988,2462.792377832209240,"4284","2",Newham 032C,E09000025,Newham,39.917000000000002,"4284","2",0.250000000000000,"4038","2",0.159000000000000,"5753","2",27.052000000000000,"9799","3",0.480000000000000,"9325","3",0.323000000000000,"11598","4",51.720999999999997,"166","1",28.577999999999999,"9621","3",0.283000000000000,"5154","2",0.487000000000000,"744","1",0.060000000000000,"15064","5",0.407000000000000,"6370","2",-0.343000000000000,"21613","7",6.512000000000000,"130","1",-0.374000000000000,"22193","7",1.602000000000000,"1302","1","1909","494","1211","204",1196.500000000000000
E01033585,Newham 034J,Newham 034J,295265.163821999973152,3880.360563797102714,"3823","2",Newham 034J,E09000025,Newham,41.667999999999999,"3823","2",0.255000000000000,"3814","2",0.152000000000000,"6415","2",19.914000000000001,"13822","5",0.366000000000000,"10776","4",1.130000000000000,"2617","1",47.814999999999998,"589","1",40.348999999999997,"4149","2",0.295000000000000,"4597","2",0.476000000000000,"824","1",0.010000000000000,"15916","5",0.342000000000000,"11559","4",-1.124000000000000,"30639","10",6.516000000000000,"128","1",0.227000000000000,"12929","4",1.857000000000000,"640","1","2533","558","1701","274",1667.750000000000000
E01033577,Newham 037E,Newham 037E,654266.864394500036724,4791.728450053638880,"15262","5",Newham 037E,E09000025,Newham,18.966000000000001,"15262","5",0.116000000000000,"14172","5",0.056000000000000,"22784","7",12.624000000000001,"19376","6",-0.346000000000000,"21403","7",-0.173000000000000,"19262","6",47.659999999999997,"607","1",17.716999999999999,"17037","6",0.246000000000000,"7131","3",0.203000000000000,"9734","3",0.270000000000000,"11871","4",0.169000000000000,"29600","10",0.035000000000000,"15071","5",5.309000000000000,"703","1",-1.408000000000000,"31219","10",1.150000000000000,"3218","1","1594","252","1256","86",1249.750000000000000
E01003503,Newham 030D,Newham 030D,147323.697146499995142,3477.394374888290258,"4459","2",Newham 030D,E09000025,Newham,39.386000000000003,"4459","2",0.226000000000000,"5213","2",0.167000000000000,"5198","2",20.593000000000000,"13399","5",0.368000000000000,"10745","4",1.232000000000000,"2080","1",43.226999999999997,"1380","1",32.899000000000001,"7254","3",0.266000000000000,"6038","2",0.392000000000000,"2041","1",-0.415000000000000,"22690","7",0.388000000000000,"7561","3",-1.626000000000000,"32348","10",5.904000000000000,"358","1",-0.738000000000000,"26715","9",2.117000000000000,"255","1","2246","472","1527","247",1540.000000000000000
E01003602,Newham 026C,Newham 026C,117290.058176499995170,1921.388927467365647,"10115","4",Newham 026C,E09000025,Newham,26.109999999999999,"10115","4",0.147000000000000,"10752","4",0.080000000000000,"16342","5",16.437000000000001,"16238","5",0.082000000000000,"14787","5",0.461000000000000,"9616","3",46.838000000000001,"740","1",29.068999999999999,"9342","3",0.164000000000000,"12790","4",0.330000000000000,"3609","2",-0.599000000000000,"25229","8",0.359000000000000,"9904","4",-1.210000000000000,"31078","10",6.382000000000000,"169","1",-0.473000000000000,"23550","8",1.698000000000000,"1016","1","2182","454","1504","224",1473.750000000000000
E01003522,Newham 018C,Newham 018C,77153.176240999993752,1217.952119739607269,"7371","3",Newham 018C,E09000025,Newham,31.364999999999998,"7371","3",0.183000000000000,"7793","3",0.083000000000000,"15692","5",17.489999999999998,"15473","5",0.021000000000000,"15681","5",0.387000000000000,"10646","4",55.523000000000003,"56","1",41.689999999999998,"3745","2",0.220000000000000,"8734","3",0.391000000000000,"2055","1",-0.047000000000000,"16844","6",0.322000000000000,"13577","5",-0.057000000000000,"16661","6",6.646000000000000,"89","1",0.665000000000000,"7152","3",1.317000000000000,"2358","1","1941","494","1243","204",1216.000000000000000
E01003521,Newham 018B,Newham 018B,134690.468774500011932,2064.948539920995700,"8772","3",Newham 018B,E09000025,Newham,28.488000000000000,"8772","3",0.100000000000000,"16257","5",0.051000000000000,"24531","8",13.164000000000000,"18898","6",-0.505000000000000,"23476","8",1.053000000000000,"3128","1",50.999000000000002,"217","1",61.302000000000000,"568","1",0.120000000000000,"17099","6",0.310000000000000,"4320","2",-0.180000000000000,"19074","6",0.286000000000000,"17641","6",-1.028000000000000,"30006","10",7.527000000000000,"2","1",1.111000000000000,"3041","1",1.882000000000000,"601","1","2537","521","1786","230",1793.000000000000000
