FID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,LSOA21CD_1,RUC21CD,RUC21NM,Urban_rura,Shape_Leng,Shape__Are,Shape__Len,GlobalID_2,NormIMD,Tran_Dis,Tran_Dist,IMD_FID,IMD_LSOA21,IMD_LSOA_1,IMD_BNG_E,IMD_BNG_N,IMD_LAT,IMD_LONG,IMD_5min_C,IMD_HubDis,IMD_Distan,IMD_NormDi,IMD_Access,IMD_No Car,IMD_IMD Sc,IMD_NormIM,IMD_Income,IMD_Inco_1,IMD_Inco_2,IMD_Employ,IMD_Empl_1,IMD_Educat,IMD_Health,IMD_Barrie,IMD_Living,IMD_5min_1
3438,E01003601,Newham 028A,,541151,182162,51.5207,0.033097,f5a4993b-6f45-4ead-ad37-23cbbe078cc1,E01003601,UN1,Urban: Nearer to a major town or city,Urban,3742.678535,353575.0436,3742.678535,85c91a1f-4a1f-4272-834e-c01d6b451c03,0.73,0,0,3438,Newham 028A,,541151,182162,51.5207,0.033097,65,95.29722624,0.13,0.87,32.935,47.1,37.2,0.727506427,0.2,2,10721,0.1,3,24.8,0.4,46.3,35.9,65
3439,E01003602,Newham 026C,,540730,182460,51.5235,0.027152,aedc0e5b-4db5-4133-a57d-34b3750ef751,E01003602,UN1,Urban: Nearer to a major town or city,Urban,1979.284501,119266.5585,1979.284501,af1f773f-2bc1-4777-8fa7-40be590fa89e,0.44,0,0,3439,Newham 026C,,540730,182460,51.5235,0.027152,92,103.1106057,0.14,0.86,46.43,51.4,26.1,0.442159383,0.1,4,8216,0.1,5,16.4,0.1,46.8,29.1,92
3443,E01003607,Newham 026D,,540705,182910,51.5276,0.026972,cd5f5415-ceda-4cee-ab47-94b088e8435e,E01003607,UN1,Urban: Nearer to a major town or city,Urban,1619.982393,125691.7658,1619.982393,e6f3ee4c-0e68-4e4e-8d67-142f17c06da9,0.56,0,0,3443,Newham 026D,,540705,182910,51.5276,0.026972,97,41.44954196,0.04,0.96,48.98,51.4,30.5,0.555269923,0.2,3,8078,0.1,4,13.3,0,50.2,31.7,97
32241,E01034202,Newham 022F,,540995,182984,51.5282,0.031179,1c961eb6-db17-4c90-9ca5-940c8945c45f,E01034202,UN1,Urban: Nearer to a major town or city,Urban,2079.107544,94315.5807,2079.107544,a59e23f3-59c1-41cf-9f31-98006488dbb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,E01003603,Newham 028B,,541403,182628,51.5249,0.036914,56ec691e-929a-4df9-9a20-7eeef208ad89,E01003603,UN1,Urban: Nearer to a major town or city,Urban,2728.182523,202894.642,2728.182523,5d3ea28b-dde6-4793-a742-c4d88696f3c5,0.36,0,0,3440,Newham 028B,,541403,182628,51.5249,0.036914,77,161.7967738,0.24,0.76,38.88,47.1,22.8,0.357326478,0.1,4,9361,0.1,7,15.6,-0.3,45.9,34.8,77
3444,E01003608,Newham 028D,,541192,182719,51.5257,0.033911,73b94e2d-de17-4d7c-a172-a654b4b1c05f,E01003608,UN1,Urban: Nearer to a major town or city,Urban,1618.946165,93026.70307,1618.946165,bbed9d48-01a1-404b-b098-f8d3a024389a,0.39,0,0,3444,Newham 028D,,541192,182719,51.5257,0.033911,19,272.6786467,0.42,0.58,9.79,47.1,23.9,0.385604113,0.1,5,4050,0.1,8,11.2,-0.3,46.2,45.6,19
3450,E01003621,Newham 023C,,543045,183806,51.535,0.061044,ac6378cd-77ba-495f-b18c-9fd3562a7ba7,E01003621,UN1,Urban: Nearer to a major town or city,Urban,1224.947447,67052.44161,1224.947447,24c70cdc-79d0-4f22-a6cd-6507536eec1c,0.37,0,0,3450,Newham 023C,,543045,183806,51.535,0.061044,46,204.6305873,0.31,0.69,23.345,42.4,23.1,0.36503856,0.1,4,7763,0.1,7,22,-0.2,46.9,25.7,46
3451,E01003622,Newham 023D,,543459,183821,51.5351,0.067015,d9717c22-9f7a-45f9-b1e4-bb94a522c2c7,E01003622,UN1,Urban: Nearer to a major town or city,Urban,4186.930695,241545.4588,4186.930695,22e579aa-0b68-425d-8888-ad2b174361ba,0.64,0,0,3451,Newham 023D,,543459,183821,51.5351,0.067015,58,77.51475996,0.1,0.9,29.45,42.4,33.7,0.637532134,0.2,3,7028,0.1,4,23.3,0,50.6,32.4,58
3452,E01003623,Newham 023E,,543560,183425,51.5315,0.068309,959281a1-c991-41fe-b28c-e9586d192838,E01003623,UN1,Urban: Nearer to a major town or city,Urban,2604.827915,272154.254,2604.827915,262818db-065d-43d8-87dd-bf9fa59dd92f,0.58,0,0,3452,Newham 023E,,543560,183425,51.5315,0.068309,38,263.4450369,0.41,0.59,19.295,42.4,31.4,0.57840617,0.2,3,6605,0.1,4,25.3,0.1,48.6,26.3,38
3457,E01003628,Newham 015D,,543160,184049,51.5372,0.0628,6d8df474-b7cb-4f6c-8f4f-16436c241c89,E01003628,UN1,Urban: Nearer to a major town or city,Urban,2005.905125,92848.32485,2005.905125,b69c2d76-3c2f-4efb-a6c5-6ba0012c055d,0.32,1,0,3457,Newham 015D,,543160,184049,51.5372,0.0628,0,400.7627454,0.63,0.37,0.185,42.3,21.4,0.321336761,0.1,5,25166,0.1,7,11.4,-0.3,47.2,29.2,0
3458,E01003629,Newham 015E,,542671,184031,51.5372,0.055747,1aa512d5-8de2-4deb-beef-61f58660c302,E01003629,UN1,Urban: Nearer to a major town or city,Urban,1149.62164,65132.94456,1149.62164,32aa05a2-ec9f-497d-b638-bbecaaaa9f9f,0.47,0,0,3458,Newham 015E,,542671,184031,51.5372,0.055747,0,272.3840772,0.42,0.58,0.29,42.3,27,0.46529563,0.2,3,30743,0.1,6,17.2,-0.4,49.6,46.3,0
3462,E01003633,Newham 020C,,539394,183577,51.5339,0.008349,8aa267dc-39e9-4566-af1a-905a2ef0133b,E01003633,UN1,Urban: Nearer to a major town or city,Urban,1826.383975,96301.01116,1826.383975,1836bb9c-3db2-4410-b548-6a5c90b61df2,0.79,0,0,3462,Newham 020C,,539394,183577,51.5339,0.008349,89,20.80592461,0.01,0.99,44.995,53,39.5,0.786632391,0.2,2,4675,0.2,2,22.7,0.4,50.7,20.4,89
3463,E01003634,Newham 020D,,539072,183758,51.5356,0.003782,f0872b2e-ce5a-488e-a41f-9804497307b7,E01003634,UN1,Urban: Nearer to a major town or city,Urban,1745.833029,145213.7813,1745.833029,526c08c8-000f-4bdd-938f-f239cc5232c8,0.57,0,0,3463,Newham 020D,,539072,183758,51.5356,0.003782,27,211.3266674,0.32,0.68,13.84,53,31.1,0.570694087,0.2,3,10428,0.1,3,21.6,0.3,51.6,21,27
3449,E01003619,Newham 012D,,538893,184114,51.5388,0.001343,6c608c10-48ef-4cc7-9b8b-d278a1cb3e29,E01003619,UN1,Urban: Nearer to a major town or city,Urban,3298.231221,254101.4631,3298.231221,ae08f699-82cd-4ba2-bdc6-91218d3ec9c2,0.68,0,0,3449,Newham 012D,,538893,184114,51.5388,0.001343,54,228.2537514,0.35,0.65,27.325,67,35.3,0.678663239,0.2,3,12691,0.1,4,10.2,0.6,53,40.1,54
31674,E01033586,Newham 040D,,538630,183273,51.5313,-0.00278,ee768a2e-5d45-42a1-81fb-72c0b72372e0,E01033586,UN1,Urban: Nearer to a major town or city,Urban,4050.026863,751365.3644,4050.026863,ade625d1-eb3a-46a1-bbb1-844679c9cbe8,0.66,0,1,31674,Newham 040D,,538630,183273,51.5313,-0.00278,8.8,490.2765133,0.78,0.22,4.51,70.8,34.5,0.658097686,0.2,3,2412,0.1,4,11.6,0.1,57.3,54,8.8
32238,E01034199,Newham 012E,,538888,184896,51.5459,0.001579,6ca27274-1db1-4507-89d1-490b395a6cbf,E01034199,UN1,Urban: Nearer to a major town or city,Urban,2089.620825,105587.1947,2089.620825,d6eafbbd-e6ad-4357-a016-bdd81b0b1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32239,E01034200,Newham 012F,,538881,184529,51.5426,0.001334,cb262565-ee95-45f7-b7be-cd16ea6d66a7,E01034200,UN1,Urban: Nearer to a major town or city,Urban,1708.859851,127111.9692,1708.859851,e727e65b-c067-40ad-b0a5-45912af2cc1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32258,E01034219,Newham 039C,,538631,184823,51.5453,-0.00215,d1684455-26ce-46e0-875b-c69e4ab18848,E01034219,UN1,Urban: Nearer to a major town or city,Urban,2611.052915,161880.4944,2611.052915,098e5ecd-1b7e-4a48-94c9-709e3e476b42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32259,E01034220,Newham 039D,,538390,184501,51.5424,-0.00575,bb77ce84-dd81-4c71-b6c1-6d7627e56d9d,E01034220,UN1,Urban: Nearer to a major town or city,Urban,4251.109643,338280.6751,4251.109643,f26a1664-a7cb-479e-b99e-d6a1f5e812f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32252,E01034213,Newham 038A,,537786,185247,51.5493,-0.01417,8de54aaf-961d-445f-a845-b9706caa0328,E01034213,UN1,Urban: Nearer to a major town or city,Urban,2959.76643,298984.2405,2959.76643,1ecca4f1-cc5d-4c1e-80e6-636532fa145e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32253,E01034214,Newham 038B,,538086,185070,51.5476,-0.00991,066c3bc3-594f-48e3-a2fd-73ba58c942db,E01034214,UN1,Urban: Nearer to a major town or city,Urban,1175.335566,35287.99641,1175.335566,fd0d8dc4-e952-4f2d-b784-9b85c4267f96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32254,E01034215,Newham 038C,,538244,185039,51.5473,-0.00765,5d65417e-b4a4-4ceb-820c-111d3d1acf3a,E01034215,UN1,Urban: Nearer to a major town or city,Urban,1197.600001,37393.20223,1197.600001,33bd35ef-8a91-4a42-b930-383e973bab37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32256,E01034217,Newham 038E,,537941,184700,51.5443,-0.01215,e2c152b7-7c20-4857-94e4-ec723993512c,E01034217,UN1,Urban: Nearer to a major town or city,Urban,3382.746586,289182.8606,3382.746586,139bb9b8-1a80-47e9-9bc1-dc895dd5f2f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32257,E01034218,Newham 039B,,538294,185297,51.5496,-0.00682,ad9b6cd4-4326-4877-987c-a28b1d8711c2,E01034218,UN1,Urban: Nearer to a major town or city,Urban,4150.081312,206642.7347,4150.081312,22ef4396-dd3b-4a83-a909-09f28b0aa4df,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32255,E01034216,Newham 038D,,538370,184909,51.5461,-0.00588,295e0c8a-b354-4474-bb2f-ba1345b763f8,E01034216,UN1,Urban: Nearer to a major town or city,Urban,1608.550013,63381.43131,1608.550013,076b7e4c-0569-43c6-b815-0db47ac3efe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31669,E01033579,Newham 040C,,537880,183346,51.5322,-0.01355,87219046-438d-4e06-824e-c239bb645b9a,E01033579,UN1,Urban: Nearer to a major town or city,Urban,3995.373558,440232.4489,3995.373558,bd4b4934-620a-45a6-a00a-c169b6eb9a85,0.31,0,0,31669,Newham 040C,,537880,183346,51.5322,-0.01355,26,250.4748291,0.38,0.62,13.31,70.8,21.1,0.313624679,0.1,8,28743,0,10,7.2,-0.1,55.9,48.1,26
32260,E01034221,Newham 039E,,538379,184026,51.5382,-0.0061,e907d513-591a-4743-be41-975a19c7562c,E01034221,UN1,Urban: Nearer to a major town or city,Urban,2287.755158,146415.155,2287.755158,2fe2a622-4e56-41ad-86af-386552f4f345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32261,E01034222,Newham 040A,,537952,183980,51.5379,-0.01227,2dc21b9d-32a2-4287-a6a9-f9fc5e40c49c,E01034222,UN1,Urban: Nearer to a major town or city,Urban,3598.900084,507018.183,3598.900084,7bf80173-3f8d-4b2e-84d3-b4a24a8ee0e7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32262,E01034223,Newham 040B,,538393,183640,51.5347,-0.00605,8f8b4354-b23c-4596-b2ed-9a53bfaad4c5,E01034223,UN1,Urban: Nearer to a major town or city,Urban,1564.560629,60628.66019,1564.560629,8fcf2715-3380-4388-bac2-99438179f913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263,E01034224,Newham 041D,,542100,180035,51.5014,0.045909,c4f194a6-07dd-4c9a-93aa-5fec5d54b9de,E01034224,UN1,Urban: Nearer to a major town or city,Urban,6188.586506,956212.0274,6188.586506,46972420-a49a-4c9c-8b39-25669835f977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32264,E01034225,Newham 042B,,541442,180222,51.5032,0.036511,fea816d5-53b8-484f-9aeb-0fb6410998e2,E01034225,UN1,Urban: Nearer to a major town or city,Urban,4324.928562,439124.5717,4324.928562,27804519-dbe7-4827-9171-58530759ab61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32265,E01034226,Newham 042C,,541453,180028,51.5015,0.036591,308d4f88-1ecc-4368-be14-40c73b6a370b,E01034226,UN1,Urban: Nearer to a major town or city,Urban,1112.782089,38785.22987,1112.782089,40edd540-a303-4bbf-9a58-7e63c8623c84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32267,E01034228,Newham 042E,,541142,179944,51.5008,0.03208,7e4dc8e0-7d4d-4906-8653-7cdc25df52e1,E01034228,UN1,Urban: Nearer to a major town or city,Urban,1366.897241,64095.44552,1366.897241,8777d427-2d98-4630-a576-f7a83b5982e7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32270,E01034231,Newham 042H,,541278,179820,51.4997,0.033988,bb250f94-974c-40e5-933a-399d7f9936e4,E01034231,UN1,Urban: Nearer to a major town or city,Urban,2667.099311,317128.0361,2667.099311,883beb0c-8ff2-449d-a271-ed2252ecd781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31670,E01033580,Newham 042A,,540729,180295,51.5041,0.026274,839b3938-f45e-4344-a36c-eece25f5db95,E01033580,UN1,Urban: Nearer to a major town or city,Urban,2868.930709,84007.97854,2868.930709,4662856b-c0c5-4cca-accd-3dbf77a00e4d,0,0,0,31670,Newham 042A,,540729,180295,51.5041,0.026274,17,186.2453772,0.28,0.72,8.86,60.1,8.9,0,0,10,10612,0,10,5,-0.4,37,14.8,17
32266,E01034227,Newham 042D,,540832,180017,51.5015,0.027646,5063ad7e-90b4-4d4a-98e1-a916758f3f2d,E01034227,UN1,Urban: Nearer to a major town or city,Urban,1090.987101,45771.19984,1090.987101,1cc4de06-31ff-4baf-ae25-1a8fc7f5ce3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32268,E01034229,Newham 042F,,540348,180091,51.5023,0.020707,7213b852-7ae5-4095-b697-902ba47401ac,E01034229,UN1,Urban: Nearer to a major town or city,Urban,4557.658246,773634.6402,4557.658246,0061bf89-feba-4bc4-af6c-84e911cc23c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32269,E01034230,Newham 042G,,540782,179864,51.5002,0.026865,13d4c8c9-46de-4859-8105-7478feabdad0,E01034230,UN1,Urban: Nearer to a major town or city,Urban,1077.906144,42165.54365,1077.906144,390eddbd-d939-4873-8608-3d4fe467f43f,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,E01003483,Newham 032A,,542083,181918,51.5183,0.046423,8e9e8fb2-9d54-482f-b9a2-02b50cd1ebb8,E01003483,UN1,Urban: Nearer to a major town or city,Urban,3401.529242,245330.0122,3401.529242,57742a20-2c30-4222-a849-57da76bc7d9f,0.73,0,0,3324,Newham 032A,,542083,181918,51.5183,0.046423,19,240.0962393,0.37,0.63,9.815,39.6,37.2,0.727506427,0.2,2,5213,0.1,3,24.6,0.2,57.8,16.3,19
3325,E01003484,Newham 032B,,542576,181891,51.5179,0.053513,d32b6405-d641-4a7a-a058-64efd104a5e1,E01003484,UN1,Urban: Nearer to a major town or city,Urban,2122.883592,101182.2442,2122.883592,48619cea-c76b-4227-947d-769ef080f519,0.35,0,0,3325,Newham 032B,,542576,181891,51.5179,0.053513,36,171.4789152,0.25,0.75,18.375,39.6,22.7,0.354755784,0.2,4,8193,0.1,6,12.5,-0.2,48.7,20.4,36
3326,E01003485,Newham 035C,,542352,181536,51.5148,0.050143,901cbe14-1b4a-4250-bb91-8f034c96b6a3,E01003485,UN1,Urban: Nearer to a major town or city,Urban,3145.559565,151102.5005,3145.559565,3aad4586-d326-41f5-adb2-096102e31068,0.39,0,0,3326,Newham 035C,,542352,181536,51.5148,0.050143,43,203.8573455,0.31,0.69,21.845,39.9,24.1,0.390745501,0.1,4,7385,0.1,6,14.8,-0.1,49.3,19,43
3327,E01003486,Newham 033C,,543008,181564,51.5149,0.059602,ded6307f-36dd-4ded-b75e-87b8da5a879a,E01003486,UN1,Urban: Nearer to a major town or city,Urban,3672.879275,218542.8681,3672.879275,5be34ca7-6815-451c-80c6-a668f946bda4,1,0,0,3327,Newham 033C,,543008,181564,51.5149,0.059602,83,65.74022452,0.08,0.92,41.96,45.9,47.8,1,0.3,1,14743,0.2,1,27.8,0.6,48.6,21.5,83
3377,E01003540,Newham 029C,,542904,182348,51.522,0.058422,0ae41806-4344-452d-b49d-acc664816c14,E01003540,UN1,Urban: Nearer to a major town or city,Urban,2822.274211,207694.9699,2822.274211,dfd6444c-6542-4a01-adc0-50fa75a0fb27,0.77,0,0,3377,Newham 029C,,542904,182348,51.522,0.058422,68,66.60131823,0.08,0.92,34.46,40.6,38.7,0.766066838,0.2,2,5199,0.1,3,25.1,0.4,54.1,41.8,68
3378,E01003541,Newham 029D,,542406,182246,51.5212,0.051207,27e8c18e-d3fe-436c-b781-1f2c2c6fd655,E01003541,UN1,Urban: Nearer to a major town or city,Urban,2662.670508,160885.4195,2662.670508,b74f2f4c-0009-41cd-b3a4-ea8378a86be1,0.47,0,0,3378,Newham 029D,,542406,182246,51.5212,0.051207,57,171.0251646,0.25,0.75,28.875,40.6,27.2,0.470437018,0.2,4,9917,0.1,6,18.8,-0.4,54.7,29.1,57
32244,E01034205,Newham 033E,,544253,182297,51.5212,0.077831,57b3cf44-a162-45a7-8d86-0f740be5f639,E01034205,UN1,Urban: Nearer to a major town or city,Urban,8329.888437,2459509.545,8329.888437,537eab77-8d24-45c4-a801-58ad7c1c1cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,E01003543,Newham 001A,,540727,185689,51.5526,0.028398,3c4015e5-b53b-468b-8e5e-7a0f7e47c00b,E01003543,UN1,Urban: Nearer to a major town or city,Urban,2423.886218,165618.6814,2423.886218,fe40e4a7-3b44-404e-8bc5-6e910873706d,0.37,0,0,3380,Newham 001A,,540727,185689,51.5526,0.028398,38,218.400132,0.33,0.67,19.335,47.7,23.2,0.367609254,0.1,4,,0.1,5,9.8,-0.1,47.1,26.8,38
3384,E01003547,Newham 007A,,541032,185709,51.5527,0.032803,7d61b1df-caf4-4eb8-ae02-979f62b21b5e,E01003547,UN1,Urban: Nearer to a major town or city,Urban,2328.653402,178213.3824,2328.653402,9fccdb35-4aed-4835-bb3c-93dbc6fbb13e,0.26,1,0,3384,Newham 007A,,541032,185709,51.5527,0.032803,0,536.8490252,0.85,0.15,0.075,41.1,18.9,0.257069409,0.1,5,,0.1,5,9.2,-0.5,41.2,27.1,0
3421,E01003584,Newham 003B,,541552,185627,51.5518,0.040265,b0289333-7115-4ebb-89a8-883d8f7b2cb5,E01003584,UN1,Urban: Nearer to a major town or city,Urban,3793.350765,332006.1664,3793.350765,0cfab167-ee2b-4636-8b8b-07d484a788ae,0.53,0,1,3421,Newham 003B,,541552,185627,51.5518,0.040265,12,398.1474231,0.63,0.37,6.185,45.7,29.5,0.529562982,0.2,3,,0.1,4,12.5,-0.1,46,29.2,12
3381,E01003544,Newham 001B,,539998,185584,51.5518,0.017849,0f544968-717a-481e-aeab-101fd55d6eec,E01003544,UN1,Urban: Nearer to a major town or city,Urban,3592.260772,151732.9786,3592.260772,68b862cc-060f-4ef8-83a7-a313e7f9afc1,0.51,0,0,3381,Newham 001B,,539998,185584,51.5518,0.017849,22,291.3132106,0.45,0.55,11.275,47.7,28.7,0.508997429,0.1,4,,0.1,6,21,0.1,47.8,39.7,22
3383,E01003546,Newham 001C,,540377,185589,51.5517,0.023314,350a7a12-bc03-4ff4-8b7f-17637da4fc23,E01003546,UN1,Urban: Nearer to a major town or city,Urban,2618.680494,116185.7708,2618.680494,9d34247e-572d-4f1e-abea-751b9cc2c96a,0.63,0,0,3383,Newham 001C,,540377,185589,51.5517,0.023314,58,184.2609765,0.28,0.72,29.36,47.7,33.5,0.632390746,0.2,2,,0.1,4,17.7,0.3,49.8,25.2,58
3339,E01003499,Newham 030A,,540410,182453,51.5235,0.02254,23ee49c8-a698-4c59-9dcb-72351b346ee2,E01003499,UN1,Urban: Nearer to a major town or city,Urban,2501.009243,170409.2643,2501.009243,6ad1a262-f61b-4283-89af-d6a7d62215e8,0.81,0,0,3339,Newham 030A,,540410,182453,51.5235,0.02254,75,102.1969448,0.14,0.86,37.93,58.7,40.6,0.814910026,0.2,2,,0.1,3,22.4,0.5,50.2,34.7,75
3445,E01003611,Newham 041C,,543253,179952,51.5004,0.062476,26acc73e-f492-4b32-9dfe-51bc60a0f330,E01003611,UN1,Urban: Nearer to a major town or city,Urban,2146.532846,149940.536,2146.532846,e832383c-6986-48ae-b187-1798a892e831,0.58,0,0,3445,Newham 041C,,543253,179952,51.5004,0.062476,96,36.70159397,0.03,0.97,48.485,48.8,31.4,0.57840617,0.2,2,,0.1,3,18.5,0.2,45.5,15.6,96
31671,E01033581,Newham 041A,,543164,180295,51.5035,0.061334,cc63c4e7-42f1-47d8-854a-0282bcaf2e21,E01033581,UN1,Urban: Nearer to a major town or city,Urban,8170.43554,1313018.582,8170.43554,1a1a67d8-50d0-4413-8af4-6c81b5c472be,0.67,0,0,31671,Newham 041A,,543164,180295,51.5035,0.061334,32,259.9179849,0.4,0.6,16.3,48.8,34.9,0.668380463,0.2,3,,0.1,4,14.2,0.5,56.1,22.4,32
31672,E01033582,Newham 041B,,543829,179993,51.5006,0.070785,a8b36e3c-9254-4d4b-a0fc-378fdb432db4,E01033582,UN1,Urban: Nearer to a major town or city,Urban,4217.685611,569190.7431,4217.685611,e4691f8c-5256-4bc9-a8e3-2e2a514717c1,0.15,0,0,31672,Newham 041B,,543829,179993,51.5006,0.070785,16,201.9759416,0.3,0.7,8.35,48.8,14.6,0.146529563,0,9,,0,10,6.8,-0.6,51.8,23.9,16
3385,E01003548,Newham 006B,,539429,185445,51.5507,0.009593,28ed12b1-fde2-42c1-9a77-577936c3a7c8,E01003548,UN1,Urban: Nearer to a major town or city,Urban,3152.822924,230068.4264,3152.822924,35f18d58-072d-488f-b011-1bfc9cc17413,0.34,1,0,3385,Newham 006B,,539429,185445,51.5507,0.009593,26,344.7586879,0.54,0.46,13.23,53.7,22.3,0.344473008,0.1,5,,0.1,7,15.9,-0.5,48.4,29.2,26
3446,E01003615,Newham 039A,,538925,185401,51.5504,0.002312,51dbd3bc-8d36-43bc-9759-4784273612bc,E01003615,UN1,Urban: Nearer to a major town or city,Urban,2064.56955,107997.1016,2064.56955,7394c841-b552-47a8-879c-6b18280fcf4c,0.47,0,0,3446,Newham 039A,,538925,185401,51.5504,0.002312,40,151.8443737,0.22,0.78,20.39,66.2,27.3,0.473007712,0.2,3,,0.1,5,12.3,0.2,47.2,33.4,40
3447,E01003616,Newham 012A,,539048,185067,51.5474,0.003952,fe57992a-27f5-4e65-8dbf-2a9f28581f3e,E01003616,UN1,Urban: Nearer to a major town or city,Urban,2704.518572,145546.4306,2704.518572,26c34211-10eb-420f-b74d-0f94a038bf62,0.53,0,0,3447,Newham 012A,,539048,185067,51.5474,0.003952,54,235.4274628,0.36,0.64,27.32,67,29.4,0.526992288,0.2,3,,0.1,5,16.7,0.2,45.3,29.9,54
32250,E01034211,Newham 034M,,539675,180778,51.5087,0.011289,cf821cc2-bfcb-44ab-ac89-74b4ffebd5b0,E01034211,UN1,Urban: Nearer to a major town or city,Urban,3939.382976,378621.6919,3939.382976,2c1dcb9b-dbc1-40d0-8eff-4c7639325ffb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,E01003480,Newham 033A,,543539,180983,51.5095,0.067013,671516ba-9bd1-4af4-8c20-3dcb16d41e0b,E01003480,UN1,Urban: Nearer to a major town or city,Urban,3017.413843,285641.8728,3017.413843,01d0ce96-b03c-40cd-879b-788642f47229,0.39,0,0,3322,Newham 033A,,543539,180983,51.5095,0.067013,93,121.3285797,0.17,0.83,46.915,39.9,24,0.388174807,0.1,4,,0.1,6,22.1,-0.3,53,19.1,93
3323,E01003481,Newham 035B,,542903,181059,51.5104,0.057885,01e307a9-a97c-44cf-9c1d-7fee0fb4a2c7,E01003481,UN1,Urban: Nearer to a major town or city,Urban,5126.449472,520039.3881,5126.449472,3f6df42a-ffa6-428c-abb7-dcfcad2e553d,0.51,0,0,3323,Newham 035B,,542903,181059,51.5104,0.057885,65,33.43052117,0.03,0.97,32.985,39.9,28.6,0.506426735,0.2,4,,0.1,4,19.4,0.3,64.2,15.5,65
3328,E01003487,Newham 033D,,543528,181458,51.5138,0.067048,766e9b7b-a983-4098-880e-1cb9d5acdafc,E01003487,UN1,Urban: Nearer to a major town or city,Urban,2303.855556,124396.9524,2303.855556,4b0f203c-7f01-4864-9b1a-4d58ff95101a,0.89,0,0,3328,Newham 033D,,543528,181458,51.5138,0.067048,64,131.9126119,0.19,0.81,32.405,45.9,43.6,0.892030848,0.3,1,,0.2,1,29,0.7,48.2,17,64
32245,E01034206,Newham 033F,,544481,181408,51.5131,0.080751,4e26f9f9-646d-453f-8b7f-fe46f4abd341,E01034206,UN1,Urban: Nearer to a major town or city,Urban,6890.009894,1709632.01,6890.009894,2679b20c-63a3-44bb-8bff-3ed3f073cd64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,E01003604,Newham 031D,,540918,181954,51.5189,0.029658,c504b9a9-579c-48a9-bd05-b4290ca0383d,E01003604,UN1,Urban: Nearer to a major town or city,Urban,3112.329341,221401.6617,3112.329341,7509ddd1-7dc6-4014-a7b8-3907c308974d,0.69,0,0,3441,Newham 031D,,540918,181954,51.5189,0.029658,55,25.46000833,0.02,0.98,27.99,53.3,35.7,0.688946015,0.2,3,,0.1,4,21.2,0.3,49.7,41.5,55
3387,E01003550,Newham 001D,,540300,185913,51.5547,0.022333,1c4199a5-8324-4e58-808c-813053ecf209,E01003550,UN1,Urban: Nearer to a major town or city,Urban,2455.695286,115734.5419,2455.695286,77cdebbb-56ff-4031-80d6-55ff8f7641cd,0.47,0,0,3387,Newham 001D,,540300,185913,51.5547,0.022333,82,80.83607988,0.11,0.89,41.445,47.7,27,0.46529563,0.2,3,,0.1,5,15.4,-0.3,50.8,35,82
3382,E01003545,Newham 006A,,539867,185291,51.5492,0.015845,c73a971e-4e67-4a5b-9251-c04c9f143e42,E01003545,UN1,Urban: Nearer to a major town or city,Urban,2766.380855,169655.9249,2766.380855,60aec523-5489-4a99-b539-1b1b91e5970c,0.47,0,0,3382,Newham 006A,,539867,185291,51.5492,0.015845,42,202.4027907,0.31,0.69,21.345,53.7,27.2,0.470437018,0.1,4,,0.1,5,14.4,0.1,49.3,24,42
3372,E01003535,Newham 023A,,543827,182989,51.5275,0.071978,4cb8d7e0-44eb-4724-9615-44170972adc0,E01003535,UN1,Urban: Nearer to a major town or city,Urban,4155.89502,517094.9905,4155.89502,6b73fa7a-4341-4ad3-bf3c-82be1f0409a2,0.87,0,0,3372,Newham 023A,,543827,182989,51.5275,0.071978,42,298.2995496,0.46,0.54,21.27,42.4,42.6,0.866323907,0.3,2,,0.2,2,32.2,0.5,53.1,30,42
