FID,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,IMD_Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60_,WorkPop,Shape__Area,Shape__Length
3475,E01003538,Newham 029A,Newham 029A,172111.6716,2495.007235,7064,3,Newham 029A,E09000025,Newham,32.047,7064,3,0.189,7385,3,0.103,11992,4,23.097,11846,4,0.058,15101,5,0.539,8549,3,49.602,380,1,33.598,6899,3,0.187,10996,4,0.39,2077,1,-0.033,16641,6,0.379,8275,3,-0.789,27841,9,6.636,95,1,0.143,14226,5,1.476,1714,1,2184,593,1343,248,1314.5,444037.6742,4005.874929
3476,E01003539,Newham 029B,Newham 029B,253777.3781,2975.333852,9378,3,Newham 029B,E09000025,Newham,27.345,9378,3,0.166,9078,3,0.086,15087,5,18.691,14638,5,-0.123,17948,6,0.486,9267,3,46.238,853,1,31.985,7722,3,0.189,10855,4,0.325,3781,2,-0.264,20424,7,0.358,10022,4,-0.746,27374,9,6.079,285,1,0.271,12278,4,1.172,3089,1,2375,661,1477,237,1448.25,654698.7417,4777.77167
3477,E01003540,Newham 029C,Newham 029C,208769.934,2713.407204,4673,2,Newham 029C,E09000025,Newham,38.68,4673,2,0.218,5655,2,0.127,8855,3,25.129,10763,4,0.445,9778,3,0.551,8389,3,54.091,81,1,41.782,3719,2,0.262,6226,2,0.373,2473,1,-0.126,18173,6,0.408,6264,2,-0.159,18525,6,6.609,100,1,0.15,14134,5,2.07,317,1,2034,544,1302,188,1269.75,538571.2543,4355.667222
3478,E01003541,Newham 029D,Newham 029D,152513.4216,2498.662186,9496,3,Newham 029D,E09000025,Newham,27.163,9496,3,0.155,10036,4,0.076,17134,6,18.816,14539,5,-0.367,21686,7,0.444,9850,3,54.698,70,1,29.116,9313,3,0.19,10749,4,0.248,7018,3,-0.468,23459,8,0.375,8596,3,0.204,12204,4,5.979,324,1,-0.103,18079,6,1.402,1982,1,2062,587,1272,203,1233.5,393431.8646,4009.964662
3479,E01003542,Newham 024D,Newham 024D,135058.074,2333.423223,6748,3,Newham 024D,E09000025,Newham,32.819,6748,3,0.21,6064,2,0.125,9129,3,21.596,12801,4,0.183,13300,5,0.367,10926,4,47.117,686,1,29.95,8843,3,0.218,8873,3,0.419,1538,1,-0.474,23542,8,0.403,6633,3,-1.474,32060,10,6.484,137,1,-0.141,18682,6,1.507,1599,1,2060,563,1274,223,1226.75,348499.0576,3748.187772
3480,E01003543,Newham 001A,Newham 001A,167055.7607,2289.796255,11912,4,Newham 001A,E09000025,Newham,23.221,11912,4,0.142,11312,4,0.08,16403,5,9.818,22024,7,-0.118,17857,6,0.1,15129,5,47.077,695,1,26.848,10652,4,0.178,11651,4,0.325,3770,2,-0.596,25192,8,0.283,17972,6,-1.03,30021,10,6.37,177,1,0.007,16342,5,1.097,3518,2,2665,566,1856,243,1832.5,431529.3361,3679.004791
3481,E01003544,Newham 001B,Newham 001B,151657.5966,3356.950177,8651,3,Newham 001B,E09000025,Newham,28.703,8651,3,0.134,12097,4,0.077,16912,6,20.971,13155,5,0.07,14947,5,0.744,6011,2,47.775,598,1,39.686,4364,2,0.164,12788,4,0.295,4907,2,0.022,15704,5,0.351,10650,4,-1.153,30803,10,6.518,127,1,0.681,6979,3,1.123,3362,2,1875,399,1298,178,1301.5,391738.2617,5394.145363
3482,E01003545,Newham 006A,Newham 006A,170887.8371,2571.920702,9504,3,Newham 006A,E09000025,Newham,27.152,9504,3,0.149,10612,4,0.094,13575,5,14.361,17860,6,0.127,14085,5,0.483,9300,3,49.33,411,1,23.977,12440,4,0.187,10972,4,0.248,7018,3,-0.321,21277,7,0.316,14202,5,-0.762,27557,9,6.554,113,1,-0.124,18417,6,1.002,4117,2,1783,389,1191,203,1194.25,441384.7891,4132.643233
3483,E01003546,Newham 001C,Newham 001C,113224.1654,2373.06096,6455,2,Newham 001C,E09000025,Newham,33.531,6455,2,0.202,6527,2,0.113,10574,4,17.723,15321,5,0.306,11543,4,0.875,4637,2,49.763,357,1,25.236,11626,4,0.237,7657,3,0.398,1909,1,-0.288,20791,7,0.35,10743,4,-1.003,29815,10,6.788,54,1,-0.307,21250,7,1.29,2486,1,1902,465,1287,150,1261.25,292469.6541,3813.717812
3484,E01003547,Newham 007A,Newham 007A,177678.4833,2267.722934,15291,5,Newham 007A,E09000025,Newham,18.936,15291,5,0.102,16025,5,0.082,15819,5,9.249,22624,7,-0.528,23776,8,-0.033,17192,6,41.206,1870,1,27.054,10510,4,0.112,17913,6,0.179,11588,4,-0.401,22513,7,0.255,21162,7,-0.762,27555,9,5.363,670,1,0.219,13041,4,0.815,5528,2,1965,354,1292,319,1285.5,458971.8019,3643.725641
3485,E01003548,Newham 006B,Newham 006B,228833.3838,3037.068781,12546,4,Newham 006B,E09000025,Newham,22.286,12546,4,0.12,13715,5,0.062,20978,7,15.852,16701,6,-0.498,23400,8,0.346,11219,4,48.377,526,1,29.231,9260,3,0.174,11971,4,0.253,6761,3,0.016,15817,5,0.293,16743,6,-1.69,32464,10,6.711,72,1,0.181,13607,5,1.064,3701,2,2338,403,1622,313,1625.75,591074.0887,4881.646989
3486,E01003549,Newham 006C,Newham 006C,119326.7641,2133.877763,10418,4,Newham 006C,E09000025,Newham,25.608,10418,4,0.145,10923,4,0.091,14114,5,14.224,17965,6,-0.078,17224,6,0.311,11768,4,48.305,535,1,25.789,11300,4,0.198,10187,4,0.335,3446,2,-0.111,17916,6,0.29,17090,6,-0.744,27350,9,6.389,168,1,-0.05,17257,6,1.073,3646,2,2175,365,1587,223,1575.25,308184.1995,3428.373728
3487,E01003550,Newham 001D,Newham 001D,114356.1823,2213.455882,9615,3,Newham 001D,E09000025,Newham,26.959,9615,3,0.169,8876,3,0.084,15415,5,15.365,17071,6,-0.292,20532,7,-0.094,18054,6,50.832,228,1,35.046,6223,2,0.21,9404,3,0.409,1699,1,-0.17,18925,6,0.312,14609,5,-0.345,21648,7,6.378,174,1,0.448,9895,4,1.162,3146,1,1860,376,1270,214,1260.25,295425.661,3557.749606
3488,E01003551,Newham 009A,Newham 009A,94997.70215,1579.695391,5894,2,Newham 009A,E09000025,Newham,34.983,5894,2,0.173,8576,3,0.118,9979,4,10.929,20965,7,0.881,5214,2,0.688,6637,3,52.534,126,1,33.738,6832,3,0.232,7941,3,0.354,2925,1,-0.535,24415,8,0.293,16799,6,-0.392,22393,7,6.698,74,1,0.325,11547,4,1.243,2722,1,1915,372,1361,182,1345.25,245308.0057,2538.8977
3489,E01003552,Newham 016A,Newham 016A,108060.1773,1785.022293,8113,3,Newham 016A,E09000025,Newham,29.808,8113,3,0.175,8444,3,0.112,10770,4,16.287,16340,5,-0.134,18130,6,0.301,11917,4,47.853,585,1,37.465,5187,2,0.156,13533,5,0.466,912,1,-0.066,17186,6,0.311,14820,5,-1.099,30481,10,6.515,129,1,0.508,9075,3,1.259,2648,1,1736,404,1148,184,1128.5,279019.5434,2868.339812
3490,E01003553,Newham 009B,Newham 009B,103837.3841,1702.72245,5596,2,Newham 009B,E09000025,Newham,35.838,5596,2,0.231,4955,2,0.131,8366,3,12.39,19584,6,0.498,9121,3,0.772,5713,2,46.691,776,1,34.468,6483,2,0.289,4894,2,0.405,1774,1,-0.636,25742,8,0.318,13975,5,-0.698,26797,9,6.107,272,1,0.248,12617,4,1.401,1985,1,1901,425,1309,167,1284.75,268141.0606,2736.743431
3491,E01003554,Newham 009C,Newham 009C,99666.5718,1791.70113,12839,4,Newham 009C,E09000025,Newham,21.902,12839,4,0.108,15162,5,0.064,20432,7,10.738,21142,7,-0.083,17304,6,0.528,8696,3,44.966,1063,1,30.873,8329,3,0.127,16280,5,0.285,5285,2,-0.342,21596,7,0.271,19330,6,-1.398,31846,10,6.145,258,1,-0.089,17856,6,1.526,1535,1,1933,283,1395,255,1412.75,257339.0143,2879.078772
3492,E01003555,Newham 007B,Newham 007B,167214.4307,2125.277771,10282,4,Newham 007B,E09000025,Newham,25.848,10282,4,0.13,12531,4,0.076,17180,6,12.063,19884,7,-0.111,17756,6,0.87,4682,2,44.69,1111,1,36.697,5505,2,0.126,16452,6,0.32,3931,2,-0.726,26833,9,0.32,13797,5,-1.047,30139,10,5.993,314,1,0.403,10491,4,1.368,2147,1,1906,375,1275,256,1276.25,431879.1964,3414.415868
3493,E01003556,Newham 008A,Newham 008A,138670.8101,2025.501477,3646,2,Newham 008A,E09000025,Newham,42.29,3646,2,0.255,3809,2,0.128,8783,3,21.586,12813,4,0.229,12659,4,1.549,930,1,49.584,382,1,41.68,3748,2,0.344,2791,1,0.404,1798,1,0.059,15089,5,0.353,10490,4,-1.692,32467,10,6.943,22,1,0.427,10157,4,1.705,1002,1,2080,505,1405,170,1365.25,358134.8376,3253.763547
3494,E01003557,Newham 006D,Newham 006D,177020.0436,2740.172925,5271,2,Newham 006D,E09000025,Newham,36.797,5271,2,0.203,6454,2,0.124,9217,3,11.364,20550,7,0.313,11448,4,1.101,2792,1,51.226,198,1,39.492,4428,2,0.225,8429,3,0.399,1881,1,-0.782,27438,9,0.315,14360,5,-0.925,29204,9,7.241,5,1,0.573,8266,3,1.311,2393,1,2086,394,1510,182,1499.75,457165.2932,4401.310907
3495,E01003558,Newham 008B,Newham 008B,149691.5485,2034.593501,4804,2,Newham 008B,E09000025,Newham,38.255,4804,2,0.217,5724,2,0.114,10470,4,24.024,11330,4,0.228,12675,4,1.285,1815,1,50.404,276,1,36.212,5722,2,0.255,6643,3,0.53,466,1,-0.032,16628,6,0.388,7607,3,-1.216,31110,10,7.076,9,1,0.083,15158,5,1.738,918,1,1617,348,1128,141,1118,386556.3208,3269.475029
3496,E01003559,Newham 009D,Newham 009D,155424.8665,2371.584765,13767,5,Newham 009D,E09000025,Newham,20.714,13767,5,0.104,15700,5,0.058,21953,7,8.585,23328,8,-0.109,17711,6,0.299,11942,4,46.87,734,1,29.679,9006,3,0.162,12969,4,0.274,5748,2,-0.401,22506,7,0.243,22454,7,-0.579,25206,8,6.03,304,1,-0.238,20207,7,1.578,1373,1,2609,436,1995,178,1979.75,401351.5256,3810.625451
3497,E01003560,Newham 011B,Newham 011B,78169.44929,1192.09503,9022,3,Newham 011B,E09000025,Newham,28.024,9022,3,0.177,8277,3,0.102,12167,4,21.031,13118,4,-0.378,21836,7,-0.085,17916,6,49.728,359,1,30.008,8804,3,0.167,12588,4,0.316,4073,2,-0.284,20731,7,0.383,7974,3,-0.77,27642,9,6.643,93,1,0.031,15969,5,1.327,2305,1,1863,453,1188,222,1161.75,201855.6779,1915.640059
3498,E01003561,Newham 007C,Newham 007C,79829.99167,2132.019712,11544,4,Newham 007C,E09000025,Newham,23.743,11544,4,0.141,11323,4,0.069,18944,6,17.589,15404,5,-0.54,23929,8,0.23,13034,4,49.249,420,1,28.09,9901,4,0.16,13166,5,0.36,2801,1,-0.381,22172,7,0.356,10184,4,-1.383,31797,10,6.833,45,1,-0.237,20198,7,1.448,1790,1,1953,430,1333,190,1296.25,206148.7383,3425.465632
3499,E01003562,Newham 014A,Newham 014A,102471.0776,1762.343615,10266,4,Newham 014A,E09000025,Newham,25.879,10266,4,0.144,11076,4,0.072,18136,6,18.945,14439,5,-0.536,23882,8,0.16,14172,5,52.035,147,1,35.095,6200,2,0.146,14382,5,0.366,2646,1,-0.338,21552,7,0.367,9269,3,-0.612,25689,8,6.908,30,1,0.271,12280,4,1.416,1915,1,2261,473,1547,241,1539.75,264584.1368,2832.201565
3500,E01003563,Newham 011C,Newham 011C,89620.05109,1308.890039,9532,3,Newham 011C,E09000025,Newham,27.104,9532,3,0.165,9162,3,0.082,15834,5,25.579,10530,4,-0.538,23899,8,-0.002,16712,6,50.031,314,1,31.88,7786,3,0.176,11821,4,0.288,5141,2,-0.279,20661,7,0.425,5248,2,-1.001,29805,10,6.834,43,1,0.233,12826,4,1.218,2849,1,2162,511,1420,231,1411.25,231400.3891,2102.980731
3501,E01003564,Newham 014B,Newham 014B,109906.7077,1770.281945,9354,3,Newham 014B,E09000025,Newham,27.393,9354,3,0.162,9503,3,0.092,13914,5,14.044,18130,6,-0.187,18954,6,0.348,11193,4,50.606,255,1,29.95,8842,3,0.165,12681,4,0.404,1794,1,-0.629,25638,8,0.336,12095,4,-1.088,30419,10,7.045,11,1,0.005,16385,5,1.357,2191,1,2435,547,1671,217,1634.25,283755.4015,2844.017596
3502,E01003565,Newham 014C,Newham 014C,88613.16483,1276.554299,10503,4,Newham 014C,E09000025,Newham,25.412,10503,4,0.158,9768,3,0.064,20488,7,14.138,18040,6,0.121,14175,5,0.209,13336,5,49.829,344,1,28.672,9575,3,0.178,11661,4,0.439,1235,1,-0.661,26055,8,0.339,11797,4,-1.21,31075,10,6.901,32,1,0.165,13902,5,1.045,3832,2,1931,477,1283,171,1268,228757.0933,2050.158942
3503,E01003566,Newham 014D,Newham 014D,99098.62469,1584.197524,7833,3,Newham 014D,E09000025,Newham,30.414,7833,3,0.158,9823,3,0.094,13612,5,19.2,14259,5,-0.093,17457,6,0.846,4929,2,49.919,333,1,34.787,6336,2,0.149,14169,5,0.393,2021,1,-0.386,22254,7,0.373,8763,3,-1.805,32620,10,7.107,7,1,-0.021,16804,6,1.744,898,1,1851,485,1191,175,1178.5,255822.3032,2545.451096
3504,E01003567,Newham 007D,Newham 007D,98704.44642,1624.773871,7033,3,Newham 007D,E09000025,Newham,32.133,7033,3,0.21,6105,2,0.106,11564,4,22.357,12315,4,0.04,15387,5,0.311,11780,4,49.633,373,1,32.117,7649,3,0.209,9481,3,0.465,921,1,-0.289,20804,7,0.397,7033,3,-2.69,32841,10,7.001,15,1,0.04,15823,5,1.483,1685,1,1923,460,1268,195,1247.5,254900.8691,2610.584295
3505,E01003568,Newham 017A,Newham 017A,108346.0966,1533.35568,11361,4,Newham 017A,E09000025,Newham,24.045,11361,4,0.139,11601,4,0.081,16157,5,12.708,19307,6,-0.06,16944,6,0.079,15430,5,47.572,619,1,28.559,9637,3,0.118,17275,6,0.393,2023,1,-0.777,27377,9,0.33,12758,4,-1.026,29994,10,6.439,152,1,0.095,14971,5,1.131,3316,2,2367,487,1593,287,1549.25,279670.4391,2463.300763
3506,E01003569,Newham 017B,Newham 017B,104339.4127,1559.709929,9189,3,Newham 017B,E09000025,Newham,27.715,9189,3,0.162,9472,3,0.076,17127,6,15.008,17353,6,-0.316,20902,7,0.846,4922,2,50.267,290,1,29.686,8997,3,0.178,11710,4,0.45,1081,1,-0.593,25149,8,0.344,11308,4,-1.402,31856,10,7.329,4,1,-0.635,25582,8,1.827,704,1,1959,372,1343,244,1321.25,269346.6311,2506.515855
3507,E01003570,Newham 008C,Newham 008C,99770.14056,1706.318836,7384,3,Newham 008C,E09000025,Newham,31.336,7384,3,0.164,9322,3,0.08,16287,5,22.616,12170,4,0.077,14845,5,0.894,4446,2,50.739,237,1,35.531,6001,2,0.165,12672,4,0.417,1560,1,-0.383,22197,7,0.406,6418,2,-0.971,29589,10,6.973,18,1,0.21,13160,5,1.534,1508,1,2074,456,1423,195,1400.5,257642.2595,2741.254151
3508,E01003571,Newham 008D,Newham 008D,107599.88,1887.992171,9039,3,Newham 008D,E09000025,Newham,27.983,9039,3,0.177,8288,3,0.089,14477,5,16.775,15985,5,-0.023,16355,5,0.195,13589,5,51.639,170,1,24.936,11826,4,0.179,11601,4,0.44,1208,1,-0.519,24172,8,0.358,10036,4,-0.696,26781,9,6.914,27,1,-0.345,21770,7,1.294,2462,1,2278,575,1494,209,1461.25,277833.6581,3032.800949
3510,E01003572,Newham 008E,Newham 008E,92505.76938,1574.034756,9158,3,Newham 008E,E09000025,Newham,27.781,9158,3,0.183,7849,3,0.101,12312,4,19.958,13788,5,-0.075,17185,6,0.075,15501,5,47.347,650,1,24.496,12094,4,0.157,13399,5,0.563,315,1,-0.37,22005,7,0.379,8272,3,-1.34,31643,10,6.492,133,1,-0.419,22801,7,1.315,2367,1,1775,464,1135,176,1111,238844.7413,2528.962108
3511,E01003573,Newham 017C,Newham 017C,98521.51505,1849.566457,9549,3,Newham 017C,E09000025,Newham,27.069,9549,3,0.147,10781,4,0.082,15870,5,20.11,13705,5,0.207,12969,4,-0.012,16873,6,49.999,323,1,30.123,8733,3,0.123,16726,6,0.424,1452,1,-0.53,24334,8,0.392,7350,3,-0.653,26273,8,6.58,107,1,0.061,15512,5,1.303,2421,1,2234,514,1488,232,1445,254366.1569,2971.068407
3512,E01003574,Newham 017D,Newham 017D,190754.8868,2547.005553,8339,3,Newham 017D,E09000025,Newham,29.332,8339,3,0.184,7772,3,0.093,13821,5,17.462,15496,5,-0.088,17373,6,0.142,14444,5,50.279,288,1,35.71,5939,2,0.179,11577,4,0.425,1430,1,-0.454,23253,8,0.361,9812,3,-0.725,27118,9,6.687,78,1,0.499,9209,3,1.128,3333,2,2620,574,1676,370,1667.25,492461.7836,4091.498945
3513,E01003575,Newham 005B,Newham 005B,146550.9229,2240.054867,8100,3,Newham 005B,E09000025,Newham,29.833,8100,3,0.195,6952,3,0.113,10617,4,26.712,9966,4,-0.43,22512,7,0.299,11936,4,47.077,696,1,25.562,11436,4,0.178,11652,4,0.369,2578,1,-0.117,18016,6,0.422,5453,2,-1.133,30689,10,6.414,164,1,-0.01,16628,6,1.005,4084,2,1759,538,1039,182,1018.75,378482.9271,3598.436041
3514,E01003576,Newham 002A,Newham 002A,144526.9869,2857.816552,4849,2,Newham 002A,E09000025,Newham,38.074,4849,2,0.228,5062,2,0.14,7501,3,25.343,10648,4,0.303,11586,4,0.882,4561,2,49.846,340,1,29.19,9277,3,0.209,9467,3,0.469,882,1,0.03,15551,5,0.394,7219,3,-0.909,29048,9,6.748,63,1,-0.287,20934,7,1.584,1363,1,2065,584,1241,240,1207.75,373376.2752,4592.34217
3515,E01003577,Newham 005C,Newham 005C,174605.2078,2345.091799,4012,2,Newham 005C,E09000025,Newham,40.868,4012,2,0.251,3961,2,0.156,6025,2,23.405,11669,4,0.604,7878,3,0.585,7927,3,53.528,92,1,28.927,9420,3,0.26,6317,2,0.534,434,1,-0.285,20745,7,0.406,6402,2,-0.339,21551,7,6.8,50,1,-0.724,26558,9,1.817,733,1,2210,678,1340,192,1284.75,451043.8113,3769.922928
3516,E01003578,Newham 003A,Newham 003A,827267.1926,4725.610909,10059,4,Newham 003A,E09000025,Newham,26.188,10059,4,0.13,12550,4,0.057,22295,7,24.142,11271,4,-0.228,19540,6,0.497,9118,3,49.475,396,1,38.35,4860,2,0.153,13823,5,0.3,4710,2,-0.051,16917,6,0.391,7392,3,-1.624,32343,10,6.91,28,1,0.437,10025,4,1.436,1837,1,2209,655,1426,128,1409.25,2137504.887,7596.211211
3517,E01003579,Newham 004A,Newham 004A,97402.33061,1870.033153,8778,3,Newham 004A,E09000025,Newham,28.483,8778,3,0.15,10513,4,0.092,13998,5,29.379,8833,3,-0.106,17660,6,0.073,15529,5,46.943,723,1,37.294,5267,2,0.12,17021,6,0.393,2024,1,-0.005,16178,5,0.435,4752,2,-1.343,31650,10,6.439,153,1,0.582,8153,3,1.111,3430,2,2049,534,1317,198,1281.25,251578.5624,3005.975442
3518,E01003580,Newham 005D,Newham 005D,225498.16,1982.853639,6741,3,Newham 005D,E09000025,Newham,32.832,6741,3,0.196,6907,3,0.115,10353,4,25.658,10484,4,-0.191,19010,6,0.288,12131,4,50.276,289,1,37.197,5314,2,0.223,8522,3,0.29,5082,2,-0.195,19320,6,0.419,5592,2,-0.59,25395,8,6.556,112,1,0.382,10782,4,1.429,1861,1,2003,594,1221,188,1196.5,582366.6647,3187.054882
3519,E01003581,Newham 002B,Newham 002B,102825.6895,1504.300759,9714,3,Newham 002B,E09000025,Newham,26.783,9714,3,0.147,10807,4,0.08,16445,6,24.742,10972,4,-0.445,22713,7,0.222,13158,5,49.811,346,1,33.625,6883,3,0.149,14118,5,0.348,3085,1,-0.424,22801,7,0.428,5114,2,-0.857,28549,9,6.707,73,1,-0.003,16506,6,1.644,1170,1,1958,483,1301,174,1264,265615.7309,2418.077594
3522,E01003582,Newham 002C,Newham 002C,84365.67707,1497.882789,7600,3,Newham 002C,E09000025,Newham,30.905,7600,3,0.197,6823,3,0.112,10721,4,26.742,9944,4,-0.198,19104,6,0.198,13537,5,47.793,594,1,30.322,8618,3,0.196,10298,4,0.323,3842,2,0.118,14192,5,0.398,6972,3,-0.73,27182,9,6.309,199,1,-0.038,17045,6,1.424,1882,1,1745,501,1049,195,1029.5,217918.1052,2407.375532
3523,E01003583,Newham 002D,Newham 002D,99041.15298,1744.07729,8779,3,Newham 002D,E09000025,Newham,28.482,8779,3,0.171,8742,3,0.089,14513,5,21.118,13067,4,0.023,15653,5,-0.003,16721,6,47.803,591,1,37.064,5363,2,0.163,12855,4,0.371,2544,1,-0.38,22166,7,0.391,7381,3,-1.242,31240,10,6.542,118,1,0.581,8172,3,1.096,3530,2,1978,511,1194,273,1185.5,255807.9714,2803.085089
3536,E01003584,Newham 003B,Newham 003B,326860.0153,3782.951103,8266,3,Newham 003B,E09000025,Newham,29.49,8266,3,0.181,7984,3,0.115,10339,4,12.468,19525,6,-0.05,16778,6,0.701,6502,2,46.048,884,1,29.165,9292,3,0.204,9817,3,0.333,3514,2,-0.541,24488,8,0.312,14598,5,-0.602,25547,8,5.926,348,1,0.106,14814,5,1.168,3103,1,2026,447,1279,300,1260.25,844311.0948,6078.096
3537,E01003585,Newham 004B,Newham 004B,73405.98516,1511.690062,9049,3,Newham 004B,E09000025,Newham,27.968,9049,3,0.156,9991,4,0.078,16672,6,25.001,10826,4,-0.047,16734,6,0.236,12929,4,51.321,189,1,29.037,9360,3,0.13,16076,5,0.412,1647,1,-0.386,22260,7,0.428,5120,2,-0.41,22682,7,6.529,123,1,0.065,15446,5,1.212,2882,1,1733,455,1073,205,1061.75,189597.4512,2430.181967
3538,E01003586,Newham 003C,Newham 003C,150996.2741,2012.518682,8043,3,Newham 003C,E09000025,Newham,29.95,8043,3,0.173,8542,3,0.092,13997,5,20.026,13749,5,0.093,14619,5,0.441,9903,4,48.324,533,1,36.421,5614,2,0.214,9166,3,0.362,2726,1,-0.811,27736,9,0.405,6461,2,-1.663,32417,10,6.69,75,1,0.407,10430,4,1.337,2272,1,1968,402,1361,205,1338.5,389963.8334,3233.446627
3539,E01003587,Newham 004C,Newham 004C,161431.04,3218.174526,9006,3,Newham 004C,E09000025,Newham,28.048,9006,3,0.192,7185,3,0.095,13459,5,15.868,16689,6,-0.308,20770,7,0.383,10694,4,49.972,327,1,23.644,12674,4,0.187,10999,4,0.553,344,1,-0.186,19172,6,0.32,13783,5,-1.31,31516,10,6.961,20,1,-0.639,25635,8,1.386,2053,1,2604,695,1677,232,1634.75,416931.56,5171.440094
3540,E01003588,Newham 011D,Newham 011D,74302.77651,1721.567493,8411,3,Newham 011D,E09000025,Newham,29.189,8411,3,0.183,7842,3,0.094,13610,5,19.016,14388,5,0.017,15745,5,-0.013,16889,6,51.46,178,1,30.488,8523,3,0.179,11567,4,0.44,1220,1,-0.398,22458,7,0.373,8828,3,-0.638,26048,8,6.827,47,1,0.047,15704,5,1.348,2224,1,1851,479,1190,182,1165,191878.411,2765.378116
3541,E01003589,Newham 011E,Newham 011E,135300.2131,1578.976564,9696,3,Newham 011E,E09000025,Newham,26.805,9696,3,0.165,9187,3,0.074,17714,6,19.662,13973,5,-0.074,17164,6,0.228,13078,4,50.361,279,1,28.085,9903,4,0.18,11501,4,0.44,1225,1,-0.294,20874,7,0.371,8973,3,-0.612,25687,8,6.597,102,1,-0.001,16481,6,1.213,2875,1,1965,504,1288,173,1274.5,349373.8514,2536.428252
3542,E01003590,Newham 003D,Newham 003D,259007.4768,3811.824224,4780,2,Newham 003D,E09000025,Newham,38.34,4780,2,0.226,5199,2,0.141,7367,3,17.846,15242,5,0.569,8297,3,0.907,4329,2,52.119,141,1,26.257,11015,4,0.235,7780,3,0.443,1181,1,-0.276,20608,7,0.35,10721,4,-0.284,20638,7,6.488,136,1,-0.362,22027,7,1.408,1949,1,1566,342,960,264,967.25,669095.4515,6125.286221
3543,E01003591,Newham 004D,Newham 004D,168234.9388,2482.187042,6209,2,Newham 004D,E09000025,Newham,34.139,6209,2,0.21,6082,2,0.118,9930,4,23.442,11647,4,-0.066,17017,6,0.256,12623,4,51.663,169,1,38.208,4919,2,0.24,7505,3,0.506,604,1,0.005,16015,5,0.378,8339,3,-0.782,27775,9,7.062,10,1,0.244,12688,4,1.691,1037,1,2277,584,1503,190,1499.75,434557.8087,3989.566819
3544,E01003592,Newham 022B,Newham 022B,144396.0566,1996.934854,6110,2,Newham 022B,E09000025,Newham,34.378,6110,2,0.2,6664,3,0.119,9858,4,15.428,17032,6,0.561,8376,3,0.609,7604,3,47.425,638,1,37.307,5262,2,0.217,8970,3,0.375,2430,1,-0.63,25649,8,0.351,10670,4,-1.213,31090,10,6.483,139,1,0.556,8471,3,1.162,3153,1,1897,396,1282,219,1258.25,372669.0449,3208.184219
3545,E01003593,Newham 027D,Newham 027D,108338.9934,1423.263105,6804,3,Newham 027D,E09000025,Newham,32.672,6804,3,0.216,5747,2,0.124,9148,3,17.674,15352,5,0.298,11666,4,-0.1,18125,6,52.71,116,1,23.801,12566,4,0.267,5982,2,0.304,4506,2,-0.537,24432,8,0.369,9148,3,-0.381,22228,7,6.724,70,1,-0.417,22779,7,1.262,2638,1,1565,346,1021,198,1011.25,279583.7586,2285.88088
3546,E01003594,Newham 026A,Newham 026A,116128.2392,2126.404363,8396,3,Newham 026A,E09000025,Newham,29.213,8396,3,0.19,7294,3,0.111,10944,4,14.9,17425,6,0.011,15834,5,0.159,14186,5,49.317,414,1,26.613,10805,4,0.218,8890,3,0.397,1931,1,-0.697,26466,9,0.349,10839,4,-1.053,30185,10,6.74,67,1,-0.577,24880,8,1.585,1358,1,1792,412,1212,168,1193,299656.545,3415.549363
3547,E01003595,Newham 026B,Newham 026B,90192.66145,1805.290527,8140,3,Newham 026B,E09000025,Newham,29.76,8140,3,0.183,7798,3,0.105,11743,4,18.514,14765,5,0.256,12236,4,-0.146,18806,6,48.418,523,1,32.765,7315,3,0.164,12777,4,0.405,1766,1,-0.336,21523,7,0.362,9653,3,-1.261,31331,10,6.654,88,1,0.086,15099,5,1.479,1699,1,1849,417,1159,273,1164.25,232748.3041,2899.564762
3548,E01003596,Newham 016B,Newham 016B,110877.4722,2515.161739,10626,4,Newham 016B,E09000025,Newham,25.24,10626,4,0.146,10897,4,0.074,17741,6,17.976,15146,5,0.08,14816,5,0.152,14265,5,48.007,565,1,28.03,9934,4,0.166,12646,4,0.372,2492,1,-0.2,19408,6,0.345,11262,4,-1.236,31204,10,6.57,109,1,0.13,14452,5,1.04,3868,2,1889,425,1246,218,1242.5,286210.3262,4040.823989
3549,E01003597,Newham 016C,Newham 016C,90126.58181,1547.183772,10384,4,Newham 016C,E09000025,Newham,25.676,10384,4,0.169,8831,3,0.079,16627,6,18.282,14934,5,-0.29,20503,7,0.114,14915,5,48.586,503,1,27.734,10118,4,0.154,13681,5,0.461,959,1,-0.638,25756,8,0.38,8195,3,-0.876,28731,9,6.522,126,1,0.04,15803,5,1.13,3325,2,1625,337,1074,214,1068,232635.199,2486.418632
